prod_id,prod_name,brand,category
313298630,Product 313298630,C,Accessoires
384180,Product 384180,S,Make up
295669,Product 295669,S,Make up
238519,Product 238519,M,Make up
156497091,Product 156497091,A,Men
225915210,Product 225915210,S,Make up
262095,Product 262095,T,Accessoires
79129305,Product 79129305,E,Make up
270042,Product 270042,G,Women
309181803,Product 309181803,M,Make up
282650,Product 282650,M,Accessoires
259163,Product 259163,D,Women
286685,Product 286685,G,Make up
231535,Product 231535,M,Make up
228139,Product 228139,C,Women
384075,Product 384075,M,Make up
113495840,Product 113495840,C,Accessoires
253558,Product 253558,G,Make up
221160987,Product 221160987,Y,Women
235452692,Product 235452692,D,Men
287274,Product 287274,C,Women
120232658,Product 120232658,J,Women
14388014,Product 14388014,U,Make up
242358,Product 242358,C,Men
258547,Product 258547,A,Women
262091,Product 262091,T,Women
273022,Product 273022,Y,Women
288120,Product 288120,D,Women
109651663,Product 109651663,M,Women
511601,Product 511601,E,Women
259814,Product 259814,S,Women
366729,Product 366729,M,Make up
265868,Product 265868,G,Men
268780,Product 268780,T,Women
502545,Product 502545,E,Women
514296,Product 514296,D,Women
166838310,Product 166838310,M,Make up
242983,Product 242983,C,Women
